date,obs-obs-1-1-rrday,obs-obs-1-1-tday,obs-obs-1-1-snow,obs-obs-1-1-tmin,obs-obs-1-1-tmax
2005-02-22T00:00:00Z,0.2,-12.1,25,-15.1,-5.3
2005-02-23T00:00:00Z,0.1,-10.4,26,-14.2,-7.3
2005-02-24T00:00:00Z,0,-8.6,25,-13.4,-4.4
2005-02-25T00:00:00Z,0,-8.3,25,-13.4,-2.9
2005-02-26T00:00:00Z,0,-9.3,24,-12.6,-5.7
2005-02-27T00:00:00Z,0,-10.1,24,-13.4,-6.1
2005-02-28T00:00:00Z,-1,-12.2,25,-15.7,-8.8
2005-03-01T00:00:00Z,-1,-13.2,25,-18.3,-8.4
2005-03-02T00:00:00Z,0,-9.7,25,-15.4,-4
2005-03-03T00:00:00Z,0.1,-8.6,24,-15.5,-3.5
2005-03-04T00:00:00Z,0,-10.4,25,-17.4,-6.4
2005-03-05T00:00:00Z,-1,-6.4,25,-10.4,-2.7
2005-03-06T00:00:00Z,-1,-6.3,25,-10.4,-3.3
2005-03-07T00:00:00Z,0.7,-5.4,25,-7.4,-2.7
2005-03-08T00:00:00Z,0,-3.9,27,-7.6,-1.2
2005-03-09T00:00:00Z,-1,-9,27,-12.9,-4.5
2005-03-10T00:00:00Z,-1,-9.7,26,-15,-3.6
2005-03-11T00:00:00Z,0.2,-9.3,26,-16.4,-4.1
2005-03-12T00:00:00Z,0.1,-8.4,26,-10.5,-5.7
2005-03-13T00:00:00Z,-1,-10,25,-14,-5.6
2005-03-14T00:00:00Z,-1,-10.6,25,-17,-5.5
2005-03-15T00:00:00Z,-1,-9.3,25,-16,-2.6
2005-03-16T00:00:00Z,2.2,-8.1,25,-15.3,-3
2005-03-17T00:00:00Z,3.6,-4.9,29,-7.7,-3.3
2005-03-18T00:00:00Z,0,-5.6,31,-7.7,-2.4
2005-03-19T00:00:00Z,-1,-5.9,30,-11.4,-1
2005-03-20T00:00:00Z,-1,-4.8,29,-9.8,-0.5
2005-03-21T00:00:00Z,-1,-2.8,28,-9.9,2.7
2005-03-22T00:00:00Z,0.1,-2.1,28,-8.9,3.1
2005-03-23T00:00:00Z,0.2,-0.1,28,-2.5,1.1
2005-03-24T00:00:00Z,-1,1.5,28,-0.6,3.4
2005-03-25T00:00:00Z,0,5,25,1.6,10.2
2005-03-26T00:00:00Z,-1,2.7,20,-0.7,6.8
2005-03-27T00:00:00Z,-1,0.1,17,-2.5,2.7
2005-03-28T00:00:00Z,0,-1.7,17,-3.2,1.2
2005-03-29T00:00:00Z,0,-0.9,17,-5,4.3
2005-03-30T00:00:00Z,-1,0.6,16,-5.7,5.5
2005-03-31T00:00:00Z,-1,2.9,14,-2.7,9.5
2005-04-01T00:00:00Z,-1,3,11,-1.5,9.1
2005-04-02T00:00:00Z,-1,1.8,8,-2.8,5.7
2005-04-03T00:00:00Z,-1,7,6,3.5,12.9
2005-04-04T00:00:00Z,-1,4.1,5,-0.4,8.5
2005-04-05T00:00:00Z,0,5.3,4,1.7,11.5
2005-04-06T00:00:00Z,-1,3.8,0,1.1,7.5
2005-04-07T00:00:00Z,4.1,4.1,0,0.6,9.1
2005-04-08T00:00:00Z,0.1,4.7,-1,3.8,6.9
2005-04-09T00:00:00Z,0,3.6,-1,0.7,7.7
2005-04-10T00:00:00Z,-1,1.2,-1,-1.4,5.2
2005-04-11T00:00:00Z,1.6,2.9,-1,-0.3,5.3
2005-04-12T00:00:00Z,-1,3.9,-1,-0.1,7.8
2005-04-13T00:00:00Z,-1,4.8,-1,3.4,7.2
2005-04-14T00:00:00Z,-1,6.1,-1,0.8,10.8
2005-04-15T00:00:00Z,-1,7.7,-1,4.3,12.8
2005-04-16T00:00:00Z,-1,6.8,-1,4,10.2
2005-04-17T00:00:00Z,-1,8.1,-1,2.3,13.2
2005-04-18T00:00:00Z,0,5.3,-1,1.6,9.5
2005-04-19T00:00:00Z,0,1.8,0,-0.4,6.8
2005-04-20T00:00:00Z,0.6,0.4,-1,-2.6,4.6
2005-04-21T00:00:00Z,3.3,-0.4,0,-2,3.4
2005-04-22T00:00:00Z,0,0.8,3,-4.6,4.6
2005-04-23T00:00:00Z,-1,2.6,-1,-1.1,6.4
2005-04-24T00:00:00Z,-1,3.9,-1,-1.1,7.2
2005-04-25T00:00:00Z,-1,5.5,-1,-0.1,9.4
2005-04-26T00:00:00Z,-1,6.4,-1,-0.7,11.8
2005-04-27T00:00:00Z,-1,6.8,-1,0.8,10.6
2005-04-28T00:00:00Z,-1,8.4,-1,2.4,13
2005-04-29T00:00:00Z,-1,8.5,-1,5.3,12.9
2005-04-30T00:00:00Z,0.1,5.2,-1,3.9,7.2
2005-05-01T00:00:00Z,-1,4.1,-1,1.6,6.4
2005-05-02T00:00:00Z,-1,5.3,-1,2.2,8.4
2005-05-03T00:00:00Z,6.9,5.6,-1,2.9,7.6
2005-05-04T00:00:00Z,-1,7,-1,5.1,9.8
2005-05-05T00:00:00Z,-1,6.7,-1,4.6,9.2
2005-05-06T00:00:00Z,-1,9,-1,5.8,12.3
2005-05-07T00:00:00Z,-1,7.8,-1,4.6,11.2
2005-05-08T00:00:00Z,-1,9,-1,4,12.1
2005-05-09T00:00:00Z,0,9.9,-1,6.9,14.7
2005-05-10T00:00:00Z,2.6,10.6,-1,4.5,15.9
2005-05-11T00:00:00Z,-1,10.1,-1,6.2,15.3
2005-05-12T00:00:00Z,-1,9.5,-1,5.2,14.8
2005-05-13T00:00:00Z,-1,12.4,-1,4.4,17.8
2005-05-14T00:00:00Z,-1,11.9,-1,7.7,16.4
2005-05-15T00:00:00Z,0.7,9.6,-1,7.4,14
2005-05-16T00:00:00Z,11.7,8.9,-1,5,13.2
2005-05-17T00:00:00Z,7.4,9.1,-1,7.2,12
2005-05-18T00:00:00Z,-1,7.8,-1,5.9,10.8
2005-05-19T00:00:00Z,0,8.1,-1,4.6,10.9
2005-05-20T00:00:00Z,-1,9.5,-1,5,13.7
2005-05-21T00:00:00Z,-1,12,-1,6.6,16.3
2005-05-22T00:00:00Z,0,14.7,-1,10.5,19.9
2005-05-23T00:00:00Z,-1,16,-1,12,20.9
2005-05-24T00:00:00Z,0.1,17.1,-1,13.1,23
2005-05-25T00:00:00Z,0,14.4,-1,11.6,18.5
2005-05-26T00:00:00Z,0.5,12.7,-1,10.2,15.7
2005-05-27T00:00:00Z,-1,14.1,-1,11.2,18.2
2005-05-28T00:00:00Z,0.6,13.7,-1,10.6,18.1
2005-05-29T00:00:00Z,0.3,9.8,-1,7.7,13.1
2005-05-30T00:00:00Z,9.9,11.4,-1,9.5,15.2
2005-05-31T00:00:00Z,26.2,11.4,-1,7.5,15.8
2005-06-01T00:00:00Z,1.1,8.1,-1,6.8,10.8
2005-06-02T00:00:00Z,0,10.8,-1,4.5,15.2
2005-06-03T00:00:00Z,0,11.2,-1,5.5,15.2
2005-06-04T00:00:00Z,16.1,11.8,-1,10.2,13.4
2005-06-05T00:00:00Z,4.8,12.8,-1,11.1,15.4
2005-06-06T00:00:00Z,-1,11.2,-1,9.2,12.9
2005-06-07T00:00:00Z,-1,12,-1,6.6,15.6
2005-06-08T00:00:00Z,-1,13.9,-1,9.6,17.6
2005-06-09T00:00:00Z,-1,14.4,-1,8.2,17.7
2005-06-10T00:00:00Z,-1,13.5,-1,8.6,17.7
2005-06-11T00:00:00Z,11.6,16.4,-1,11.7,19.2
2005-06-12T00:00:00Z,11.8,14.8,-1,12.5,18
2005-06-13T00:00:00Z,0.9,14.3,-1,12.1,17.2
2005-06-14T00:00:00Z,-1,15.7,-1,12.3,19.2
2005-06-15T00:00:00Z,-1,18,-1,12.9,23.1
2005-06-16T00:00:00Z,-1,15.8,-1,12.4,20.3
2005-06-17T00:00:00Z,-1,15.9,-1,11.6,18.9
2005-06-18T00:00:00Z,0.1,18.5,-1,13.4,22.7
2005-06-19T00:00:00Z,-1,17.5,-1,14.1,21.8
2005-06-20T00:00:00Z,-1,15.4,-1,10.1,19.6
2005-06-21T00:00:00Z,-1,16.1,-1,9.4,19.9
2005-06-22T00:00:00Z,-1,16.6,-1,12.2,20
2005-06-23T00:00:00Z,-1,17.4,-1,11.7,21.2
2005-06-24T00:00:00Z,-1,17.5,-1,14,19.8
2005-06-25T00:00:00Z,3.1,14.4,-1,11.2,19.1
2005-06-26T00:00:00Z,0.2,14.8,-1,9.2,19.5
2005-06-27T00:00:00Z,3,14.3,-1,9.4,18.2
2005-06-28T00:00:00Z,7.3,12.4,-1,10.1,16.3
2005-06-29T00:00:00Z,5.5,11.2,-1,8.8,14.9
2005-06-30T00:00:00Z,6.5,14,-1,9,17.8
2005-07-01T00:00:00Z,5.6,15.8,-1,11.9,22.2
2005-07-02T00:00:00Z,0,16.4,-1,11.5,19.9
2005-07-03T00:00:00Z,-1,18.4,-1,11,22.4
2005-07-04T00:00:00Z,-1,19.7,-1,12.6,24
2005-07-05T00:00:00Z,-1,21.1,-1,13.8,25.5
2005-07-06T00:00:00Z,1,21.7,-1,15.6,26.6
2005-07-07T00:00:00Z,0,18.3,-1,16.6,23.1
2005-07-08T00:00:00Z,-1,18.3,-1,13.5,21.4
2005-07-09T00:00:00Z,-1,20.2,-1,11.7,25.4
2005-07-10T00:00:00Z,-1,23.2,-1,16.7,28.3
2005-07-11T00:00:00Z,0.5,24.6,-1,18.7,29.6
2005-07-12T00:00:00Z,-1,22,-1,16.4,27.2
2005-07-13T00:00:00Z,-1,22,-1,17,27
2005-07-14T00:00:00Z,0,20.4,-1,17.9,23.7
2005-07-15T00:00:00Z,-1,20.5,-1,16.5,23.4
2005-07-16T00:00:00Z,-1,21.3,-1,15.8,24.6
2005-07-17T00:00:00Z,0.1,20.6,-1,17.8,23
2005-07-18T00:00:00Z,0.4,19.9,-1,15.1,22.8
2005-07-19T00:00:00Z,1.7,18.3,-1,15.6,21.3
2005-07-20T00:00:00Z,0.9,18.7,-1,16.1,22
2005-07-21T00:00:00Z,0,18.4,-1,15,20.7
2005-07-22T00:00:00Z,6.9,16,-1,13.1,19.7
2005-07-23T00:00:00Z,5.7,17,-1,14.8,19.4
2005-07-24T00:00:00Z,0.7,17.5,-1,15.3,20
2005-07-25T00:00:00Z,0,17.8,-1,15.4,20.5
2005-07-26T00:00:00Z,21.1,18.2,-1,14.5,23
2005-07-27T00:00:00Z,2.2,18,-1,16,21.2
2005-07-28T00:00:00Z,1,18.7,-1,15.5,21.5
2005-07-29T00:00:00Z,-1,17.7,-1,13.2,20.3
2005-07-30T00:00:00Z,0.7,17.5,-1,12.4,21.4
2005-07-31T00:00:00Z,1.2,18.4,-1,14.2,22.3
2005-08-01T00:00:00Z,1.9,18.6,-1,15.8,21.6
2005-08-02T00:00:00Z,0,18.4,-1,15.1,23.7
2005-08-03T00:00:00Z,-1,16.4,-1,11.7,22.2
2005-08-04T00:00:00Z,30.7,17.5,-1,12.8,21.4
2005-08-05T00:00:00Z,0,16.9,-1,13.6,21.5
2005-08-06T00:00:00Z,9.4,17.3,-1,13.4,20.6
2005-08-07T00:00:00Z,0.4,17.3,-1,14.4,21.3
2005-08-08T00:00:00Z,22,17.6,-1,14.1,19.9
2005-08-09T00:00:00Z,25.1,21.2,-1,17.6,25.8
2005-08-10T00:00:00Z,4.4,15.3,-1,13.1,20
2005-08-11T00:00:00Z,10.7,15,-1,13.5,16.1
2005-08-12T00:00:00Z,22.5,17,-1,14.5,20.4
2005-08-13T00:00:00Z,0.3,17.4,-1,15.1,21.1
2005-08-14T00:00:00Z,0.4,16.1,-1,14.6,18.5
2005-08-15T00:00:00Z,-1,16.6,-1,13.3,20.8
2005-08-16T00:00:00Z,0.1,17,-1,12.8,20.5
2005-08-17T00:00:00Z,-1,15,-1,11.1,19
2005-08-18T00:00:00Z,-1,15.3,-1,8.9,20.4
2005-08-19T00:00:00Z,-1,16.7,-1,10.9,22
2005-08-20T00:00:00Z,-1,18.1,-1,12.3,22.4
2005-08-21T00:00:00Z,0.6,17.2,-1,15,21.2
2005-08-22T00:00:00Z,-1,14.9,-1,11.3,17.7
2005-08-23T00:00:00Z,-1,16.4,-1,13.4,19.4
2005-08-24T00:00:00Z,-1,18.1,-1,14.8,21.8
2005-08-25T00:00:00Z,0.2,19.8,-1,16.7,23.3
2005-08-26T00:00:00Z,18.3,17.8,-1,13.9,22.5
2005-08-27T00:00:00Z,2,15.7,-1,13.4,19.5
2005-08-28T00:00:00Z,31.2,12.9,-1,10.6,15.5
2005-08-29T00:00:00Z,0,15.4,-1,9.7,18.8
2005-08-30T00:00:00Z,0,16.2,-1,13.8,19.4
2005-08-31T00:00:00Z,-1,13.4,-1,8.8,18
2005-09-01T00:00:00Z,-1,14.1,-1,7.6,21.6
2005-09-02T00:00:00Z,-1,14.3,-1,8.5,20.5
2005-09-03T00:00:00Z,-1,15,-1,8.6,20.9
2005-09-04T00:00:00Z,-1,14.3,-1,10.7,18.9
2005-09-05T00:00:00Z,-1,15.7,-1,10.4,19.8
2005-09-06T00:00:00Z,-1,14.2,-1,7.5,18.4
2005-09-07T00:00:00Z,6.3,17.8,-1,14.7,21.9
2005-09-08T00:00:00Z,-1,17.1,-1,15.3,19.6
2005-09-09T00:00:00Z,-1,16.4,-1,13.7,19.4
2005-09-10T00:00:00Z,-1,11.5,-1,7.7,16.3
2005-09-11T00:00:00Z,-1,11,-1,5.4,15.7
2005-09-12T00:00:00Z,0.1,13.5,-1,10.1,16.3
2005-09-13T00:00:00Z,0.7,11.2,-1,8.8,14.6
2005-09-14T00:00:00Z,5.6,14,-1,7.8,15.5
2005-09-15T00:00:00Z,1.4,11,-1,8,14.8
2005-09-16T00:00:00Z,-1,7.4,-1,3.4,12.6
2005-09-17T00:00:00Z,-1,7.2,-1,3.9,10.5
2005-09-18T00:00:00Z,0.1,10,-1,2.9,13.7
2005-09-19T00:00:00Z,-1,12.7,-1,11,16.8
2005-09-20T00:00:00Z,-1,13.1,-1,9.5,14.1
2005-09-21T00:00:00Z,-1,13.2,-1,10.9,16.5
2005-09-22T00:00:00Z,-1,11.5,-1,8.3,15.4
2005-09-23T00:00:00Z,-1,13,-1,9.9,16.7
2005-09-24T00:00:00Z,-1,14.6,-1,11.3,18
2005-09-25T00:00:00Z,-1,13.6,-1,11.8,16
2005-09-26T00:00:00Z,-1,14.5,-1,12,17.8
2005-09-27T00:00:00Z,-1,15,-1,12.1,18.3
2005-09-28T00:00:00Z,5.5,14.6,-1,12.8,16.1
2005-09-29T00:00:00Z,-1,12.8,-1,10.2,15.9
2005-09-30T00:00:00Z,-1,9.7,-1,5.5,14.1
2005-10-01T00:00:00Z,-1,10.8,-1,5,15.4
2005-10-02T00:00:00Z,0.8,13.3,-1,11.6,14.4
2005-10-03T00:00:00Z,-1,13.4,-1,11.5,16.3
2005-10-04T00:00:00Z,-1,10.9,-1,7.8,15
2005-10-05T00:00:00Z,-1,11.5,-1,6.6,17.5
2005-10-06T00:00:00Z,-1,12.3,-1,10.6,13.9
2005-10-07T00:00:00Z,-1,12.3,-1,9.5,15.6
2005-10-08T00:00:00Z,-1,11.7,-1,9.6,12.8
2005-10-09T00:00:00Z,0,12.5,-1,9.4,14.7
2005-10-10T00:00:00Z,0,12.4,-1,10.7,14.2
2005-10-11T00:00:00Z,-1,13,-1,10.3,14.5
2005-10-12T00:00:00Z,-1,11.7,-1,9.8,14
2005-10-13T00:00:00Z,-1,11,-1,9.1,13.5
2005-10-14T00:00:00Z,1.8,9.4,-1,6.2,13.1
2005-10-15T00:00:00Z,0,7.3,-1,5,10
2005-10-16T00:00:00Z,-1,7,-1,6,8.8
2005-10-17T00:00:00Z,-1,4.3,-1,3,7
2005-10-18T00:00:00Z,-1,5.7,-1,2,10.1
2005-10-19T00:00:00Z,-1,5.2,-1,0.1,8.5
2005-10-20T00:00:00Z,0.3,9.2,-1,4.9,12.1
2005-10-21T00:00:00Z,1.8,10.1,-1,9.5,12.9
2005-10-22T00:00:00Z,10.4,9.8,-1,6.2,11.7
2005-10-23T00:00:00Z,0,5.1,-1,2.5,12.1
2005-10-24T00:00:00Z,-1,0.4,-1,-1.2,3.1
2005-10-25T00:00:00Z,16.2,1.9,-1,-3.8,6.5
2005-10-26T00:00:00Z,3.6,1.4,-1,-0.3,4.9
2005-10-27T00:00:00Z,-1,-0.6,0,-2.4,2.1
2005-10-28T00:00:00Z,0,2.9,0,-3.2,5.3
2005-10-29T00:00:00Z,-1,7,-1,5.3,9.1
2005-10-30T00:00:00Z,0,6.8,-1,6.3,7.1
2005-10-31T00:00:00Z,0,7,-1,6.4,7.9
2005-11-01T00:00:00Z,-1,7.6,-1,6.4,8.5
2005-11-02T00:00:00Z,-1,7.7,-1,6.6,8.6
2005-11-03T00:00:00Z,-1,9,-1,7.5,9.9
2005-11-04T00:00:00Z,2.1,8.2,-1,7,9
2005-11-05T00:00:00Z,7.3,8.5,-1,7.7,9.7
2005-11-06T00:00:00Z,4.8,9.1,-1,7.7,9.9
2005-11-07T00:00:00Z,0.3,9.5,-1,8.3,10.1
2005-11-08T00:00:00Z,0,9.1,-1,8.2,10.6
2005-11-09T00:00:00Z,-1,9.1,-1,8.5,9.7
2005-11-10T00:00:00Z,0.6,8.8,-1,6.1,9.3
2005-11-11T00:00:00Z,-1,8.4,-1,6.4,9.7
2005-11-12T00:00:00Z,2,8.2,-1,4.6,9.7
2005-11-13T00:00:00Z,0,9.6,-1,9.3,10.4
2005-11-14T00:00:00Z,9.7,8.1,-1,6.4,9.6
2005-11-15T00:00:00Z,1.3,7.3,-1,4.1,9.9
2005-11-16T00:00:00Z,-1,1.3,-1,-1.1,4.8
2005-11-17T00:00:00Z,-1,-0.4,-1,-2.8,2.5
2005-11-18T00:00:00Z,-1,-0.2,-1,-0.8,0.8
2005-11-19T00:00:00Z,-1,-0.7,-1,-2.4,1.2
2005-11-20T00:00:00Z,-1,-3.6,-1,-5.7,-0.1
2005-11-21T00:00:00Z,-1,-3.2,-1,-5.7,-0.4
2005-11-22T00:00:00Z,-1,-3,-1,-7.4,0.9
2005-11-23T00:00:00Z,0.6,4.6,-1,0.6,5.8
2005-11-24T00:00:00Z,0.5,5.5,-1,4.9,6.5
2005-11-25T00:00:00Z,5.1,1.9,-1,0.4,5.6
2005-11-26T00:00:00Z,5.4,-0.2,4,-1,2.6
2005-11-27T00:00:00Z,6.1,-0.2,12,-4.6,3
2005-11-28T00:00:00Z,12.1,3.4,6,0.4,5.4
2005-11-29T00:00:00Z,7.9,2.1,-1,0.4,5.2
2005-11-30T00:00:00Z,6.8,2.5,0,0.3,3.9
2005-12-01T00:00:00Z,0.8,-0.1,0,-2.6,2.7
2005-12-02T00:00:00Z,-1,4.1,-1,2.3,5
2005-12-03T00:00:00Z,-1,1.5,-1,0.1,5
2005-12-04T00:00:00Z,0.1,1,-1,-0.7,2.2
2005-12-05T00:00:00Z,3.2,0.6,3,-1.8,1.6
2005-12-06T00:00:00Z,0.1,1.7,2,0.7,2.1
2005-12-07T00:00:00Z,-1,1,-1,-0.6,2.4
2005-12-08T00:00:00Z,0,-2.3,-1,-3.5,-0.6
2005-12-09T00:00:00Z,-1,-4.8,-1,-6.9,-3.2
2005-12-10T00:00:00Z,0.4,-3.4,-1,-6.7,0.5
2005-12-11T00:00:00Z,0.1,1.4,0,0.4,2.1
2005-12-12T00:00:00Z,-1,4.2,-1,2,5.6
2005-12-13T00:00:00Z,-1,2.1,-1,0,4.4
2005-12-14T00:00:00Z,0.8,-1,-1,-3.8,2.4
2005-12-15T00:00:00Z,0.6,2.1,-1,0.5,3.7
2005-12-16T00:00:00Z,0,-2.7,-1,-6.7,2.5
2005-12-17T00:00:00Z,0,-8.2,-1,-9.3,-6.7
2005-12-18T00:00:00Z,-1,-9.8,-1,-10.8,-7.5
2005-12-19T00:00:00Z,0,-7.4,-1,-11.1,-5
2005-12-20T00:00:00Z,-1,-7.9,0,-10.6,-5
2005-12-21T00:00:00Z,-1,-7.3,0,-9.1,-4.5
2005-12-22T00:00:00Z,-1,-9.1,0,-10.9,-5.7
2005-12-23T00:00:00Z,0.8,-4.3,0,-10.9,1.5
2005-12-24T00:00:00Z,5.2,0.6,1,0,1.2
2005-12-25T00:00:00Z,2.4,-0.5,3,-2,0.5
2005-12-26T00:00:00Z,0.5,-5.5,7,-6,0.5
2005-12-27T00:00:00Z,0.1,-6.2,8,-7.3,-5.6
2005-12-28T00:00:00Z,0.9,-6.1,8,-7.3,-3.7
2005-12-29T00:00:00Z,0.5,-4,8,-7.5,-2
2005-12-30T00:00:00Z,2,-0.2,8,-2.5,1.1
2005-12-31T00:00:00Z,7.8,1.8,8,-0.1,2.7
2006-01-01T00:00:00Z,3.7,0.5,5,-1.3,2.6
2006-01-02T00:00:00Z,2.6,1,7,-0.5,2
2006-01-03T00:00:00Z,-1,-2.7,7,-4.7,0
2006-01-04T00:00:00Z,-1,-1.5,6,-2.8,-1
2006-01-05T00:00:00Z,-1,-0.4,6,-1.1,1.1
2006-01-06T00:00:00Z,-1,-1,5,-1.5,-0.1
2006-01-07T00:00:00Z,-1,-3.3,5,-4.9,-0.9
2006-01-08T00:00:00Z,0,-5.4,5,-7.1,-2.9
2006-01-09T00:00:00Z,-1,-2.3,5,-7.3,-1.9
2006-01-10T00:00:00Z,0.7,0.7,5,-2.2,1.6
2006-01-11T00:00:00Z,1.6,3,4,0.5,3.5
2006-01-12T00:00:00Z,-1,2.9,0,2.1,4.4
2006-01-13T00:00:00Z,-1,1.2,0,-1.5,2.9
2006-01-14T00:00:00Z,-1,1.2,0,-0.7,2.3
2006-01-15T00:00:00Z,0,0.2,0,-1,3
2006-01-16T00:00:00Z,0.4,-0.2,0,-0.8,0.6
2006-01-17T00:00:00Z,1,-2.5,0,-5.5,0.5
2006-01-18T00:00:00Z,0.6,-12.2,2,-16.3,-5.4
2006-01-19T00:00:00Z,0.9,-19,3,-20.1,-15.7
2006-01-20T00:00:00Z,6.5,-17.4,5,-19.7,-15.3
2006-01-21T00:00:00Z,0.5,-18.4,19,-20.9,-13.5
2006-01-22T00:00:00Z,0,-20.6,15,-22.6,-17.9
2006-01-23T00:00:00Z,1.2,-8.3,13,-21,-1.6
2006-01-24T00:00:00Z,0,-0.4,13,-1.6,0.3
2006-01-25T00:00:00Z,0.1,0.4,12,-0.6,1.1
2006-01-26T00:00:00Z,-1,-2.9,10,-6.4,0.5
2006-01-27T00:00:00Z,-1,0.7,10,-2.5,3
2006-01-28T00:00:00Z,0,-2.7,10,-5.1,-0.2
2006-01-29T00:00:00Z,0,1.2,10,-1.4,3.2
2006-01-30T00:00:00Z,-1,1.4,10,-1.2,4.1
2006-01-31T00:00:00Z,0,-3.8,9,-6.7,-1.1
2006-02-01T00:00:00Z,4.8,-1.5,9,-2.6,-0.4
2006-02-02T00:00:00Z,6.6,-6,14,-8.3,-1.8
2006-02-03T00:00:00Z,0,-13.6,23,-17.5,-4.8
2006-02-04T00:00:00Z,-1,-19.7,22,-21.7,-17
2006-02-05T00:00:00Z,-1,-19.6,19,-22.8,-15.4
2006-02-06T00:00:00Z,0.1,-18.2,20,-21.7,-13.6
2006-02-07T00:00:00Z,0.1,-13.7,20,-17.6,-12.2
2006-02-08T00:00:00Z,0,-10.6,21,-13.3,-9.2
2006-02-09T00:00:00Z,0.3,-9.4,20,-11.3,-7.9
2006-02-10T00:00:00Z,0.2,-6.3,20,-7.9,-5.5
2006-02-11T00:00:00Z,-1,-8.5,16,-11,-6.1
2006-02-12T00:00:00Z,1.6,-7.1,20,-12.8,-4.7
2006-02-13T00:00:00Z,4.2,-3.8,22,-5.4,-2.4
2006-02-14T00:00:00Z,-1,-2.4,24,-4.2,-0.9
2006-02-15T00:00:00Z,-1,-5.6,24,-6.9,-4.2
2006-02-16T00:00:00Z,0.1,-7.3,23,-10,-4.7
2006-02-17T00:00:00Z,0.1,-10.7,22,-12.7,-8.3
2006-02-18T00:00:00Z,0.4,-6.9,22,-12.6,-4.5
2006-02-19T00:00:00Z,0.1,-2.2,22,-4.5,-1.3
2006-02-20T00:00:00Z,0.1,-1.3,23,-2,-0.3
2006-02-21T00:00:00Z,0,-4.4,22,-8.1,-0.3
2006-02-22T00:00:00Z,0.4,-3.9,22,-10,0.7
2006-02-23T00:00:00Z,0,-6.2,22,-9.3,-2.1
2006-02-24T00:00:00Z,0,-2.2,22,-6.5,-0.6
2006-02-25T00:00:00Z,-1,-1.4,21,-3.3,2.4
2006-02-26T00:00:00Z,0,-7.6,21,-11.8,-1.6
2006-02-27T00:00:00Z,0.8,-10.6,21,-13.1,-9.1
2006-02-28T00:00:00Z,2.8,-10.2,22,-16.2,-6.6
2006-03-01T00:00:00Z,-1,-10.1,28,-11.6,-7.2
2006-03-02T00:00:00Z,1,-8.8,25,-12.5,-5.2
2006-03-03T00:00:00Z,0.8,-10.3,25,-11.3,-7.2
2006-03-04T00:00:00Z,0.9,-8.5,24,-11.9,-6.6
2006-03-05T00:00:00Z,1.1,-6.6,27,-9.8,-3.2
2006-03-06T00:00:00Z,2.9,-6.8,27,-9.1,-3.8
2006-03-07T00:00:00Z,-1,-10.2,30,-13.4,-6
2006-03-08T00:00:00Z,1.8,-10.6,29,-16.4,-6.5
2006-03-09T00:00:00Z,-1,-11.5,31,-14.9,-5.7
2006-03-10T00:00:00Z,-1,-11,30,-16.1,-6.3
2006-03-11T00:00:00Z,-1,-10.5,31,-15.2,-4.4
2006-03-12T00:00:00Z,-1,-7.2,29,-13,-2.4
2006-03-13T00:00:00Z,-1,-3.9,29,-9.9,1.2
2006-03-14T00:00:00Z,-1,-3.8,29,-7.1,-0.8
2006-03-15T00:00:00Z,0.1,-3.7,29,-6.7,-1.7
2006-03-16T00:00:00Z,-1,-2.9,29,-6.2,0.9
2006-03-17T00:00:00Z,-1,-2.5,28,-8.6,4.9
2006-03-18T00:00:00Z,1.7,-1.4,27,-5.1,1.1
2006-03-19T00:00:00Z,1.1,-2,28,-3.9,1.2
2006-03-20T00:00:00Z,-1,-5.1,29,-8.9,-0.6
2006-03-21T00:00:00Z,-1,-6.3,29,-11.3,-0.8
2006-03-22T00:00:00Z,0.5,-5.5,28,-11.5,-0.6
2006-03-23T00:00:00Z,-1,-4.3,29,-5.4,-1
2006-03-24T00:00:00Z,2,-5.9,29,-11.6,-1.9
2006-03-25T00:00:00Z,-1,-3.3,31,-11.8,2.9
2006-03-26T00:00:00Z,-1,-3.4,29,-8.1,2.5
2006-03-27T00:00:00Z,2,-3.8,29,-10.2,0.9
2006-03-28T00:00:00Z,9.8,-0.3,29,-2.1,0.9
2006-03-29T00:00:00Z,4.8,0.9,27,0,1.9
2006-03-30T00:00:00Z,0.7,1.6,25,0.6,3.1
2006-03-31T00:00:00Z,12.7,1.4,22,0,3.6
2006-04-01T00:00:00Z,1.4,1.6,17,0.5,2.9
2006-04-02T00:00:00Z,2.8,-0.9,16,-1.4,0.5
2006-04-03T00:00:00Z,4.4,1,18,-0.8,2.2
2006-04-04T00:00:00Z,9.2,0.6,15,0.3,2.5
2006-04-05T00:00:00Z,0.6,1.2,18,0.2,3.9
2006-04-06T00:00:00Z,0.1,1.2,16,0,3.6
2006-04-07T00:00:00Z,2.5,0.4,14,-2.4,1.9
2006-04-08T00:00:00Z,-1,1.6,14,0.9,3.2
2006-04-09T00:00:00Z,1.3,4,13,0.6,6.4
2006-04-10T00:00:00Z,2.6,1.1,10,0.3,5
2006-04-11T00:00:00Z,-1,1.2,10,-0.6,3.1
2006-04-12T00:00:00Z,-1,1.2,8,-1.2,4.4
2006-04-13T00:00:00Z,-1,2.6,4,-1.7,7
2006-04-14T00:00:00Z,-1,3.6,1,1.4,6.3
2006-04-15T00:00:00Z,-1,3.8,0,-1.6,8.5
2006-04-16T00:00:00Z,-1,1.1,0,-1.6,5.5
2006-04-17T00:00:00Z,4.1,3.7,0,1.9,7.9
